Cluster,Timestep_1,Timestep_2,Timestep_3,Timestep_4,Timestep_5,Timestep_6,Timestep_7,Timestep_8,Timestep_9,Timestep_10,Timestep_11,Timestep_12,Timestep_13,Timestep_14,Timestep_15,Timestep_16,Timestep_17,Timestep_18,Timestep_19,Timestep_20,Timestep_21,Timestep_22,Timestep_23,Timestep_24,Timestep_25,Timestep_26,Timestep_27,Timestep_28,Timestep_29,Timestep_30,Timestep_31,Timestep_32,Timestep_33,Timestep_34,Timestep_35,Timestep_36,Timestep_37,Timestep_38,Timestep_39,Timestep_40,Timestep_41,Timestep_42,Timestep_43,Timestep_44,Timestep_45,Timestep_46,Timestep_47,Timestep_48,Timestep_49,Timestep_50,Timestep_51,Timestep_52,Timestep_53,Timestep_54,Timestep_55,Timestep_56,Timestep_57,Timestep_58,Timestep_59,Timestep_60,Timestep_61,Timestep_62,Timestep_63,Timestep_64,Timestep_65,Timestep_66,Timestep_67,Timestep_68,Timestep_69,Timestep_70,Timestep_71,Timestep_72,Timestep_73,Timestep_74,Timestep_75,Timestep_76,Timestep_77,Timestep_78,Timestep_79,Timestep_80,Timestep_81,Timestep_82,Timestep_83,Timestep_84,Timestep_85,Timestep_86,Timestep_87,Timestep_88,Timestep_89,Timestep_90,Timestep_91,Timestep_92,Timestep_93,Timestep_94,Timestep_95,Timestep_96,Timestep_97,Timestep_98,Timestep_99,Timestep_100,Timestep_101,Timestep_102,Timestep_103,Timestep_104,Timestep_105,Timestep_106,Timestep_107,Timestep_108,Timestep_109,Timestep_110,Timestep_111,Timestep_112,Timestep_113,Timestep_114,Timestep_115,Timestep_116,Timestep_117,Timestep_118,Timestep_119,Timestep_120,Timestep_121,Timestep_122,Timestep_123,Timestep_124,Timestep_125,Timestep_126,Timestep_127,Timestep_128,Timestep_129,Timestep_130,Timestep_131,Timestep_132,Timestep_133,Timestep_134,Timestep_135,Timestep_136,Timestep_137,Timestep_138,Timestep_139,Timestep_140,Timestep_141,Timestep_142,Timestep_143,Timestep_144,Timestep_145,Timestep_146,Timestep_147,Timestep_148,Timestep_149,Timestep_150,Timestep_151,Timestep_152,Timestep_153,Timestep_154,Timestep_155,Timestep_156,Timestep_157,Timestep_158,Timestep_159,Timestep_160,Timestep_161,Timestep_162,Timestep_163,Timestep_164,Timestep_165,Timestep_166,Timestep_167,Timestep_168,Timestep_169,Timestep_170,Timestep_171,Timestep_172,Timestep_173,Timestep_174,Timestep_175,Timestep_176,Timestep_177,Timestep_178,Timestep_179,Timestep_180,Timestep_181,Timestep_182,a0,amplitude1,phase1,amplitude2,phase2,amplitude3,phase3
0,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,0.22593103,0.16207537,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732,-10021.732
1,-0.33472687,-0.34767,-0.368733,-0.38379166,-0.37520507,-0.38661155,-0.4100876,-0.4271006,-0.42863664,-0.4323573,-0.44936693,-0.45592654,-0.45842415,-0.46917233,-0.4818571,-0.50020635,-0.49483636,-0.47653696,-0.44978917,-0.37832507,-0.25504643,-0.14042248,-0.033402264,-30.853685,0.043955494,-92.63689,-123.56217,-440.17654,-540.6095,-0.23657605,-0.3061499,-0.31660572,-0.3305553,-0.34358564,-0.34784603,-0.3529628,-0.3674552,-0.38453078,-0.4237965,-0.42000163,-0.43642035,-0.4269673,-0.4417254,-0.46570346,-0.4754843,-0.49180624,-0.5057069,-0.5095918,-0.52137876,-0.52683944,-0.5178365,-0.52517456,-0.51362365,-0.4721804,-0.4262847,-0.3733878,-0.25867134,-0.13269433,-0.020975051,-30.835289,0.073401935,-92.58851,-123.50533,-440.13324,-540.6054,-0.20755601,-0.27925512,-0.29082546,-0.3184356,-0.3400577,-0.35211277,-0.35952502,-0.56957066,-0.5805843,-0.5913201,-0.5691432,-0.57942796,-0.5937731,-0.60331357,-0.6073663,-0.61467594,-0.6370965,-0.6556637,-0.6523791,-0.64437705,-0.6577483,-0.6567081,-0.6574157,-0.61687785,-0.55218446,-0.47279406,-0.37597582,-0.28149343,-0.20505418,-0.1553126,-31.018568,-0.11767911,-92.752174,-123.68468,-440.3053,-540.7469,-0.3368831,-0.38601205,-0.42460865,-0.46669713,-0.510289,-0.5410088,-0.5602089,-0.902768,-0.9116817,-0.9104084,-0.8959986,-0.89555174,-0.8905414,-0.8850429,-0.8772915,-0.8798649,-0.8800297,-0.8749276,-0.8750657,-0.8831144,-0.8761157,-0.8545557,-0.83608526,-0.8009737,-0.7564701,-0.7088891,-0.6681533,-0.6410593,-0.6340252,-0.6522584,-31.557909,-0.67657703,-93.31726,-124.19166,-440.76166,-541.1442,-0.6583531,-0.6941236,-0.80922955,-0.8274853,-0.8762095,-0.9003399,-0.9081997,-0.48935175,-0.4996894,-0.5100959,-0.51679766,-0.5225167,-0.5341519,-0.54448974,-0.56053334,-0.5835119,-0.60089856,-0.60508955,-0.6060774,-0.59966105,-0.5941345,-0.59513175,-0.59614336,-0.5919371,-0.57014227,-0.5321303,-0.45705009,-0.35589623,-0.25826985,-0.177438,-30.946098,-0.011318141,-92.6804,-123.61341,-440.2122,-540.6955,-0.2940826,-0.3555894,-0.39806873,-0.42978752,-0.45301777,-0.47048265,-0.49287155,-0.6409062,0.05722572,-0.201362,-0.21069056,0.5490976,-0.25496525,-0.617372,-0.37887368,0.060018137
2,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,-9986.12,0.5225674,-0.32065758,-0.08265292,-0.7162731,0.45545167,-0.56155163,0.48096487,-0.70648694,0.3373239
3,-57.38757,-6.2295284,-140.7129,0.086108536,0.09872829,0.11298197,0.13208286,0.18614018,0.2595505,0.32604724,0.3573432,0.38769227,0.4133497,0.42151588,0.4039077,0.35182208,0.31675985,0.27853495,0.2250938,0.18806122,0.18448828,0.16029523,0.14829032,0.14538324,0.14313398,0.14541933,-38.225468,-38.20546,0.23262155,-31.750648,-191.79091,0.2837999,0.2940796,0.29295623,-9999.0,-9999.0,-57.284893,-6.1251826,-140.60693,0.22912854,0.24497758,0.28336647,0.32859218,0.35416764,0.4114537,0.45322293,0.4805634,0.5094532,0.521883,0.5095391,0.5202024,0.48638132,0.47742552,0.45064908,0.4112611,0.35758874,0.34108028,0.33377498,0.3384452,0.3398547,0.33440343,0.33602536,-38.051197,-38.045998,0.3583177,-31.62977,-191.66286,0.4172648,0.4197409,0.42924154,-9999.0,-9999.0,-57.062916,-5.8720846,-140.32529,0.5325502,0.5572624,0.56555897,0.57821876,0.60134465,0.6232464,0.6429085,0.6702394,0.7030323,0.7101106,0.7124904,0.7180205,0.7139691,0.70902056,0.71948284,0.71678853,0.7239096,0.724641,0.72717077,0.7153555,0.7080706,0.70359796,0.7056393,-37.71356,-37.716827,0.6961521,-31.317766,-191.35289,0.6799658,0.69345754,0.6536376,-9999.0,-9999.0,-58.00096,-6.8091455,-141.2011,-0.22765233,-0.19914359,-0.1554195,-0.11665629,-0.11385145,-0.12536487,-0.14499044,-0.18011819,-0.21641381,-0.3096817,-0.3194091,-0.23554797,-0.2286748,-0.21145423,-0.17686726,-0.14293201,-0.11184926,-0.08226001,-0.04206267,-0.02931776,-0.037058413,-0.051232744,-0.06716424,-38.511066,-38.557323,-0.18564175,-32.21594,-192.27055,-0.44339678,-0.39770553,-0.4889276,-9999.0,-9999.0,-57.268265,-6.104662,-140.56668,0.2658326,0.2806676,0.30928338,0.34809375,0.3909924,0.4350571,0.4801163,0.5197488,0.5469336,0.5652104,0.57110655,0.55159974,0.5256424,0.49438828,0.4650506,0.43503687,0.40280566,0.3815369,0.35924715,0.34142086,0.3616477,0.3677757,0.3652026,-38.029953,-38.002716,0.40452015,-31.585318,-191.61484,0.44288158,0.44898453,0.45062718,-9999.0,-9999.0,0.62287664,-0.50921303,0.525038,-0.6801801,0.16665266,-0.34515306,0.5236493,-0.6872962,0.40194383
4,0.2512563,0.22250639,0.15167096,0.10594316,0.140625,0.10236221,0.16449086,0.22834645,0.40682417,0.5328084,0.5115682,0.4848485,0.48872182,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.28400955,0.27184469,0.37378642,0.3580247,0.30456853,0.30964467,0.3556701,0.4111675,0.47043702,0.51392406,0.59390867,0.6171285,0.6526055,0.6764706,0.7609756,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.41148326,0.4057971,0.5377358,0.59810877,0.6252927,0.64220184,0.63972294,0.6238532,0.6210046,0.65909094,0.67346936,0.70709383,0.7948718,0.8108747,0.84,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.6312057,0.5764706,-0.42882597,-0.4247888,-0.37182513,-0.20438707,-0.18433484,-0.15518132,-0.1432036,-0.17721854,-0.23679025,-0.19782811,-0.17526814,-0.21875207,-0.28608054,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.52534384,-0.51705515,0.3904251,0.36901292,0.35269362,0.35961008,0.37834394,0.41158926,0.46229228,0.5325557,0.5956771,0.6479022,0.6938478,0.72423744,0.7369384,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.44294626,0.43513018,0.97938144,-0.3036254,0.53418314,-0.68667394,-0.67034686,-0.3997054,0.57776415,-0.45385993,0.2785458
5,-12.136774,-57.567654,-263.88055,0.083175614,0.09474046,0.10997421,0.13536094,0.1935442,0.27085602,0.33857614,0.37185344,0.40583605,0.4353188,0.44472894,0.42983043,0.3789294,0.3430842,0.30652213,0.25483817,0.21615705,0.21134642,0.18730506,0.17695977,0.17240374,-24.57604,0.17059475,0.20057793,0.2191327,0.25439143,0.27370277,0.2734632,0.30496007,0.31552067,-65.68476,0.302154,-9999.284,-12.032528,-57.463028,-263.77057,0.23544315,0.24926633,0.2867751,0.3335009,0.3621005,0.4237702,0.47018722,0.4981614,0.52650356,0.5400656,0.52867484,0.53989697,0.5079909,0.50062877,0.47718284,0.43996066,0.38520846,0.3700271,0.36367682,0.36892408,0.37274373,-24.381378,0.369545,0.38508865,0.3878012,0.38504192,0.4028748,0.40798187,0.4426002,0.44327912,-65.546,0.44111878,-9999.284,-11.877312,-57.27547,-263.54803,0.48532656,0.51322985,0.52682215,0.5438298,0.5685111,0.59315735,0.6125853,0.6390296,0.67271304,0.6844407,0.6887741,0.69706595,0.69594455,0.68744123,0.6963037,0.6950116,0.70592445,0.70730895,0.70815843,0.69409597,0.68523455,-24.071507,0.6765205,0.6662551,0.6599275,0.66275084,0.6567867,0.67336375,0.6537105,0.66645354,-65.377525,0.58478105,-9999.284,-12.808149,-58.194336,-264.39725,-0.26337066,-0.23204266,-0.18721364,-0.15045959,-0.14979732,-0.16440576,-0.18771277,-0.22412013,-0.26314977,-0.35218406,-0.36100817,-0.2830995,-0.2741112,-0.25380704,-0.22118847,-0.18719809,-0.15283324,-0.1201484,-0.07979544,-0.06776622,-0.07535313,-24.840754,-0.10711066,-0.13998751,-0.18805633,-0.22805512,-0.2492341,-0.26842016,-0.47510582,-0.4338056,-66.52023,-0.55790335,-9999.284,-12.0271225,-57.45243,-263.74023,0.2612317,0.27608958,0.30711618,0.34946522,0.39563775,0.44262138,0.48890087,0.5289465,0.5573131,0.57710713,0.58519757,0.5674598,0.5426216,0.5123475,0.4844588,0.45459434,0.42283314,0.401655,0.3804597,0.3638867,0.38288814,-24.359999,0.3850434,0.39491653,0.4210752,0.4221982,0.43661988,0.448525,0.4584787,0.4642912,-65.53488,0.44692475,-9999.284,0.6299665,-0.49991682,0.53794205,-0.6635485,0.2721504,-0.30583513,0.5106838,-0.6229965,0.41620022
6,0.057372976,0.026236022,0.0037283609,-595.9981,-132.43398,-132.41847,-132.39537,-132.3557,0.12993002,-66.02756,0.1994417,0.21416155,0.23563868,0.23890974,-65.99533,0.18845278,-132.2738,0.12963153,0.099025704,0.08346479,0.09428702,0.07281264,0.06935487,-860.777,-1324.3115,-4436.6245,-5098.8076,-6886.7275,-9999.006,-9999.006,-9999.006,-9734.143,-9800.359,-9999.006,-8807.065,-9005.739,0.16549869,0.12935984,0.09718633,-595.8791,-132.31647,-132.27295,-132.23651,-132.2138,0.27263272,-65.90479,0.3307808,0.35229197,0.36397997,0.365922,-65.82585,0.37285408,-132.06398,0.3621208,0.32587942,0.26676765,0.24683456,0.237904,0.2512908,-860.6075,-1324.1533,-4436.509,-5098.709,-6886.6543,-9999.006,-9999.006,-9999.006,-9734.131,-9800.346,-9999.006,-8807.043,-9005.711,0.45148706,0.44007656,0.42897484,-595.557,-131.96793,-131.97285,-131.97057,-131.9618,0.47512454,-65.73388,0.49952936,0.53241575,0.55471784,0.5779882,-65.613815,0.61063516,-131.82153,0.62796456,0.6207136,0.6211855,0.62474674,0.62924165,0.61383533,-860.29254,-1323.8573,-4436.363,-5098.579,-6886.58,-9999.006,-9999.006,-9999.006,-9734.117,-9800.35,-9999.006,-8806.998,-9005.669,-0.3298975,-0.3570333,-0.33296436,-596.1494,-132.6078,-132.56865,-132.53136,-132.54448,-0.126764,-66.36837,-0.18251385,-0.1988641,-0.26903626,-0.25081784,-66.35993,-0.12840201,-132.5586,-0.10765956,-0.10502718,-0.09802779,-0.0803022,-0.045390185,-0.03498475,-860.87946,-1324.4086,-4436.679,-5098.8613,-6886.7524,-9999.006,-9999.006,-9999.006,-9734.137,-9800.351,-9999.006,-8807.112,-9005.753,0.17397022,0.14208482,0.12816358,-595.8551,-132.28503,-132.25739,-132.22382,-132.19193,0.2735861,-65.90573,0.33948034,0.36487445,0.38790134,0.40736082,-65.8145,0.3881532,-132.0718,0.34561452,0.318746,0.28851792,0.2701433,0.2504684,0.23195405,-860.60895,-1324.1445,-4436.515,-5098.715,-6886.656,-9999.006,-9999.006,-9999.006,-9734.134,-9800.35,-9999.006,-8807.043,-9005.711,0.5212795,-0.4777816,0.39269376,-0.5067249,-0.33626,-0.51526207,0.35966355,-0.61270463,0.0949583
7,0.23595263,0.18655127,-81.028206,-9999.0,-32.352077,-32.333527,-32.31296,-32.25914,-80.887405,-32.135666,0.36132416,0.3943168,0.42255798,0.43383324,0.4179588,0.36423555,0.33179694,0.2959622,0.24133055,0.20318864,0.19890922,0.1704892,0.15236866,0.14753287,0.14686938,0.1505074,0.17754492,0.19077797,0.21571985,0.23203513,-16.00738,0.26211336,0.27486867,-32.185204,0.27798882,0.24943274,0.32875755,0.28632352,-80.924965,-9999.0,-32.213745,-32.172283,-32.12492,-32.09611,-80.7291,-31.991217,0.50399625,0.535404,0.5505625,0.53566754,0.5436864,0.5163758,0.51205075,0.4835354,0.43939942,0.38163158,0.36271867,0.35578072,0.3587536,0.35806587,0.35136917,0.35436437,0.36929968,0.3696561,0.36269268,0.37298733,-15.857406,0.40654773,0.40659544,-32.050343,0.4046093,0.3833447,0.3879332,0.36914015,-80.80837,-9999.0,-32.065636,-32.050213,-32.026978,-31.992819,-80.65976,-31.935135,0.55825204,0.59410256,0.6133471,0.63323283,0.6500709,0.6466294,0.64247644,0.6509984,0.6487802,0.6603317,0.6632419,0.66538393,0.6540109,0.646481,0.64127666,0.6443266,0.6355461,0.6303931,0.6306852,0.6186108,-15.609042,0.58584046,0.58558136,-31.936907,0.48384312,0.44003034,-0.51392335,-0.5304948,-81.65392,-9999.0,-32.814194,-32.774837,-32.734615,-32.71739,-81.41729,-32.72753,-0.29635194,-0.33218363,-0.40315983,-0.3980887,-0.313756,-0.2997086,-0.2769689,-0.24588962,-0.20937094,-0.17375787,-0.13912748,-0.09132667,-0.071151055,-0.07418374,-0.08809963,-0.10358687,-0.13274884,-0.18028769,-0.21862532,-0.24291241,-16.502522,-0.491003,-0.4683617,-33.025967,-0.6024754,-0.5894422,0.31667566,0.2764933,-80.91456,-9999.0,-32.203552,-32.169956,-32.126125,-32.078903,-80.72756,-31.990698,0.5136373,0.54241484,0.5638637,0.57527584,0.561099,0.5386196,0.50943714,0.4800718,0.4470914,0.41348422,0.39086255,0.36672157,0.34740472,0.3658494,0.37159777,0.3670567,0.37372097,0.39493847,0.38920775,0.39915115,-15.827123,0.41125956,0.41230765,-32.053555,0.39797214,0.3654826,0.7157556,-0.37450665,0.5207047,-0.5963148,-0.19208558,-0.35727793,0.51131815,-0.61800283,0.36233047
8,-19.842207,0.26964742,-9999.007,0.1495789,0.14686038,-6.570259,0.17835759,0.23954153,0.3167527,0.39087853,0.42588475,0.4599389,0.49108234,0.5024745,0.49038202,0.4474215,0.42132938,0.39487177,0.35328674,0.3222996,0.3245368,0.3066723,0.302138,0.30563432,0.3162575,0.32840213,0.37734184,0.4002223,0.43447712,0.45241922,-26.467297,0.47517157,-19.704458,-53.361347,0.44618854,0.39291286,-19.736546,0.38237083,-9999.007,0.29670435,0.29780018,-6.3957615,0.38390884,0.41488627,0.47902268,0.52760804,0.5588841,0.5857738,0.59426266,0.583238,0.6005857,0.575076,0.57928324,0.56191516,0.53438014,0.4926402,0.4887965,0.49189788,0.50687784,0.51521826,0.5135158,0.5211297,0.5444591,0.54945207,0.5521128,0.5679273,-26.3445,0.60030854,-19.587551,-53.225857,0.58093464,0.5333423,-19.756054,0.3815121,-9999.007,0.36514196,0.39034405,-6.3245873,0.4299983,0.46665275,0.5050657,0.5393897,0.5767246,0.62214816,0.6411822,0.6546954,0.66667217,0.6653515,0.6594239,0.67463547,0.6735404,0.68321276,0.6838069,0.68644226,0.67592543,0.6665634,0.6634279,0.6695155,0.6638387,0.6603319,0.66608274,0.6637332,-26.231012,0.66232353,-19.521658,-53.21978,0.5556412,0.49071902,-20.75637,-0.57982624,-9999.007,-0.42691484,-0.38628328,-7.069677,-0.3011583,-0.29168624,-0.29370272,-0.30838984,-0.33849227,-0.37153623,-0.4426623,-0.44459814,-0.37580714,-0.37327117,-0.35799962,-0.3263917,-0.29461142,-0.26470664,-0.2344912,-0.19539456,-0.18546537,-0.19694519,-0.21772741,-0.24290024,-0.28554797,-0.341058,-0.38494253,-0.4065703,-27.33685,-0.5899513,-20.751171,-54.467083,-0.672534,-0.6580987,-19.756649,0.36052555,-9999.007,0.29092696,0.2956126,-6.406038,0.36735073,0.41835022,0.47092676,0.52255344,0.567037,0.5984959,0.6191044,0.62904704,0.6148369,0.59540635,0.5726217,0.55390596,0.5336534,0.5109145,0.5007436,0.48987734,0.48530665,0.5065055,0.5151625,0.51929325,0.5395047,0.56754446,0.5749128,0.58423793,-26.321384,0.6003752,-19.585482,-53.2397,0.56066066,0.50269777,0.5501121,-0.5421108,0.60993445,-0.6315958,0.6365456,-0.23346496,0.5259754,-0.52157414,0.44023305
